id,ref,nombre,usd,costoAntes,costoDespues,precioAntes,precioDespues
"14387","062141589-0030","6200-C-C3","2.667885","34.02","34.02","68.04","68.04"
"14388","095662383-0030","6200-C-C3>V","2.667885","34.02","34.02","68.04","68.04"
"14389","062315021-0030","6200-C-HRS-C3","3.3699600000000003","42.97","42.97","85.94","85.94"
"14390","062315374-0000","6200-C-Z","3.293370000000001","41.99","41.99","83.98","83.98"
"14392","062315374-0030","6200-C-Z-C3","3.293370000000001","41.99","41.99","83.98","83.98"
"14393","095662464-0030","6200-C-Z-C3>V","3.293370000000001","41.99","41.99","83.98","83.98"
"14391","095662464-0000","6200-C-Z>V","3.293370000000001","41.99","41.99","83.98","83.98"
"8190","016719247-0030","6200-C3","2.667885","34.02","34.02","68.04","68.04"
"14382","095662383-0000","6200-C>V","2.667885","34.02","34.02","68.04","68.04"
"14394","019099673-0000","6200-THB","14.743575","187.98","187.98","375.96","375.96"
"8191","016719301-0030","6200-Z-C3","3.293370000000001","41.99","41.99","83.98","83.98"
"14395","019099711-0000","6200-Z-N","4.64646","59.24","59.24","118.48","118.48"
"8192","016719310-0000","6201","2.78277","35.48","35.48","70.96","70.96"
"8193","016719328-0000","6201-2RSR","3.229545","41.18","41.18","82.36","82.36"
"14396","038901412-0000","6201-2RSR-L038","3.229545","41.18","41.18","82.36","82.36"
"11267","038901412-0030","6201-2RSR-L038-C3","3.229545","41.18","41.18","82.36","82.36"
"8194","016719352-0000","6201-2Z","2.846595","36.29","36.29","72.58","72.58"
"14397","038896117-0000","6201-2Z-L038","2.846595","36.29","36.29","72.58","72.58"
"11268","038896117-0030","6201-2Z-L038-C3","2.846595","36.29","36.29","72.58","72.58"
"14398","016719387-0000","6201-2Z-N","5.74425","73.24","73.24","146.48","146.48"
"14399","098566598-0000","6201-B-2DRS-L278","3.229545","41.18","41.18","82.36","82.36"
"14400","059426659-0000","6201-C","2.78277","35.48","35.48","70.96","70.96"
"10954","059488875-0000","6201-C-2HRS","3.229545","41.18","41.18","82.36","82.36"
"10955","059488875-0030","6201-C-2HRS-C3","3.229545","41.18","41.18","82.36","82.36"
"10956","095661921-0030","6201-C-2HRS-C3>V","3.229545","41.18","41.18","82.36","82.36"
"10957","095877185-0030","6201-C-2HRS-L038-C3>V","3.229545","41.18","41.18","82.36","82.36"
"14402","059371668-0000","6201-C-2Z","2.846595","36.29","36.29","72.58","72.58"
"14403","059371668-0030","6201-C-2Z-C3","2.846595","36.29","36.29","72.58","72.58"
"14404","059426659-0030","6201-C-C3","2.78277","35.48","35.48","70.96","70.96"
"14405","095661182-0030","6201-C-C3>V","2.78277","35.48","35.48","70.96","70.96"
"14406","060985127-0000","6201-C-HRS","3.39549","43.29","43.29","86.58","86.58"
"14408","060985127-0030","6201-C-HRS-C3","3.39549","43.29","43.29","86.58","86.58"
"14407","095662030-0000","6201-C-HRS>V","3.39549","43.29","43.29","86.58","86.58"
"14409","059724714-0000","6201-C-Z","3.293370000000001","41.99","41.99","83.98","83.98"
"14411","095662073-0030","6201-C-Z-C3>V","3.293370000000001","41.99","41.99","83.98","83.98"
"14412","060988274-0000","6201-C-Z-TVH","4.199685","53.55","53.55","107.1","107.1"
"14413","095877860-0000","6201-C-Z-TVH>V","4.199685","53.55","53.55","107.1","107.1"
"14410","095662073-0000","6201-C-Z>V","3.293370000000001","41.99","41.99","83.98","83.98"
"8195","016719310-0030","6201-C3","2.78277","35.48","35.48","70.96","70.96"
"14401","095661182-0000","6201-C>V","2.78277","35.48","35.48","70.96","70.96"
"8196","016719409-0000","6201-RSR","3.39549","43.29","43.29","86.58","86.58"
"8197","016719417-0000","6201-Z","3.293370000000001","41.99","41.99","83.98","83.98"
"8198","016719417-0030","6201-Z-C3","3.293370000000001","41.99","41.99","83.98","83.98"
"8199","016719425-0000","6202","3.0125399999999996","38.41","38.41","76.82","76.82"
"2368","039010635-0000","6202-2RSR-L038","4.097565","52.24","52.24","104.48","104.48"
"2638","039010635-0030","6202-2RSR-L038-C3","4.097565","52.24","52.24","104.48","104.48"
"14414","038896265-0000","6202-2Z-L038","3.025305000000001","38.57","38.57","77.14","77.14"
"11269","038896265-0030","6202-2Z-L038-C3","3.025305000000001","38.57","38.57","77.14","77.14"
"14415","016719492-0000","6202-2Z-N","4.3401","55.34","55.34","110.68","110.68"
"14416","068975481-0000","6202-2Z-N-L038","4.3401","55.34","55.34","110.68","110.68"
"11270","095360255-0030","6202-C-2BRS-L038-C3>V","6.61227","84.31","84.31","168.62","168.62"
"10958","059242817-0000","6202-C-2HRS","4.097565","52.24","52.24","104.48","104.48"
"10959","059242817-0030","6202-C-2HRS-C3","4.097565","52.24","52.24","104.48","104.48"
"14418","059242256-0000","6202-C-2Z","3.025305000000001","38.57","38.57","77.14","77.14"
"14420","059242256-0030","6202-C-2Z-C3","3.025305000000001","38.57","38.57","77.14","77.14"
"11271","095360662-0030","6202-C-2Z-L038-C3>V","3.025305000000001","38.57","38.57","77.14","77.14"
"14419","095360654-0000","6202-C-2Z>V","3.025305000000001","38.57","38.57","77.14","77.14"
"14421","059241845-0030","6202-C-C3","3.0125399999999996","38.41","38.41","76.82","76.82"
"14422","095360247-0030","6202-C-C3>V","3.0125399999999996","38.41","38.41","76.82","76.82"
"14423","059929375-0000","6202-C-HRS","4.31457","55.01","55.01","110.02","110.02"
"14424","095360735-0000","6202-C-HRS>V","4.31457","55.01","55.01","110.02","110.02"
"14425","059929693-0030","6202-C-Z-C3","3.5997300000000005","45.9","45.9","91.8","91.8"
"14426","095360778-0030","6202-C-Z-C3>V","3.5997300000000005","45.9","45.9","91.8","91.8"
"14427","059929758-0000","6202-C-Z-TVH","3.842265","48.99","48.99","97.98","97.98"
"14428","059929758-0020","6202-C-Z-TVH-C2","8.310015","105.95","105.95","211.9","211.9"
"14429","095360786-0020","6202-C-Z-TVH-C2>V","8.310015","105.95","105.95","211.9","211.9"
"8200","016719425-0030","6202-C3","3.0125399999999996","38.41","38.41","76.82","76.82"
"14417","095360247-0000","6202-C>V","3.0125399999999996","38.41","38.41","76.82","76.82"
"14430","039043100-0030","6202-RSD-TVH-C3","4.44222","56.64","56.64","113.28","113.28"
"8201","016719514-0030","6202-RSR-C3","4.31457","55.01","55.01","110.02","110.02"
"14431","038449510-0030","6202-THB-P6-C3","18.534779999999998","236.32","236.32","472.64","472.64"
"8202","016719522-0000","6202-Z","3.5997300000000005","45.9","45.9","91.8","91.8"
"8203","016719522-0030","6202-Z-C3","3.5997300000000005","45.9","45.9","91.8","91.8"
"14432","019100752-0000","6202-Z-THB","16.403025","209.14","209.14","418.28","418.28"
"14433","019100779-0000","6202-Z-TVH","3.842265","48.99","48.99","97.98","97.98"
"8204","016719549-0000","6203","2.8848899999999995","36.78","36.78","73.56","73.56"
"8205","016719557-0000","6203-2RSR","3.1784850000000002","40.53","40.53","81.06","81.06"
"15119","016719557-0030","6203-2RSR-C3","3.1784850000000002","40.53","40.53","81.06","81.06"
"14434","016719557-4036","6203-2RSR-C3-NA","3.1784850000000002","40.53","40.53","81.06","81.06"
"14435","038896370-0000","6203-2RSR-L038","3.1784850000000002","40.53","40.53","81.06","81.06"
"2753","038896370-0030","6203-2RSR-L038-C3","3.1784850000000002","40.53","40.53","81.06","81.06"
"8206","016719581-0000","6203-2Z","2.91042","37.11","37.11","74.22","74.22"
"8207","016719581-0030","6203-2Z-C3","2.91042","37.11","37.11","74.22","74.22"
"14436","038896427-0000","6203-2Z-L038","2.91042","37.11","37.11","74.22","74.22"
"11272","038896427-0030","6203-2Z-L038-C3","2.91042","37.11","37.11","74.22","74.22"
"11273","038896427-4030","6203-2Z-L038-C3-J22R","4.31457","55.01","55.01","110.02","110.02"
"14437","016719603-0000","6203-2Z-N","6.318675","80.56","80.56","161.12","161.12"
"14438","068975503-0000","6203-2Z-N-L038","6.318675","80.56","80.56","161.12","161.12"
"11274","098617966-0030","6203-B-2Z-L038-C3","2.91042","37.11","37.11","74.22","74.22"
"11275","098617966-4030","6203-B-2Z-L038-C3-SNZ1","2.91042","37.11","37.11","74.22","74.22"
"14439","059257709-0000","6203-C","2.8848899999999995","36.78","36.78","73.56","73.56"
"10960","059258403-0000","6203-C-2HRS","3.1784850000000002","40.53","40.53","81.06","81.06"
"10962","059258403-0030","6203-C-2HRS-C3","3.1784850000000002","40.53","40.53","81.06","81.06"
"10963","095662146-0030","6203-C-2HRS-C3>V","4.31457","55.01","55.01","110.02","110.02"
"10964","068315635-0000","6203-C-2HRS-L038","3.1784850000000002","40.53","40.53","81.06","81.06"
"10966","068315635-0030","6203-C-2HRS-L038-C3","3.1784850000000002","40.53","40.53","81.06","81.06"
"10967","095662162-0030","6203-C-2HRS-L038-C3>V","3.1784850000000002","40.53","40.53","81.06","81.06"
"10965","095662162-0000","6203-C-2HRS-L038>V","3.1784850000000002","40.53","40.53","81.06","81.06"
"10961","095662146-0000","6203-C-2HRS>V","3.1784850000000002","40.53","40.53","81.06","81.06"
"14441","059258144-0000","6203-C-2Z","2.91042","37.11","37.11","74.22","74.22"
"14442","059258144-0030","6203-C-2Z-C3","2.91042","37.11","37.11","74.22","74.22"
"11276","060656115-0030","6203-C-2Z-L038-C3","2.91042","37.11","37.11","74.22","74.22"
"14443","059929855-0000","6203-C-HRS","4.31457","55.01","55.01","110.02","110.02"
"14445","059929855-0030","6203-C-HRS-C3","4.31457","55.01","55.01","110.02","110.02"
"14446","095662324-0030","6203-C-HRS-C3>V","4.31457","55.01","55.01","110.02","110.02"
"14444","095662324-0000","6203-C-HRS>V","4.31457","55.01","55.01","110.02","110.02"
"14447","059257750-0030","6203-C-TVH-C3","2.999775","38.25","38.25","76.5","76.5"
"14448","095662340-0030","6203-C-TVH-C3>V","2.999775","38.25","38.25","76.5","76.5"
"14449","059952709-0030","6203-C-Z-C3","3.9954450000000006","50.94","50.94","101.88","101.88"
"14450","095662367-0030","6203-C-Z-C3>V","3.9954450000000006","50.94","50.94","101.88","101.88"
"8208","016719549-0030","6203-C3","2.8848899999999995","36.78","36.78","73.56","73.56"
"14440","095662090-0000","6203-C>V","2.8848899999999995","36.78","36.78","73.56","73.56"
"14451","038582783-0000","6203-NR","5.016645","63.96","63.96","127.92","127.92"
"8209","016719620-0000","6203-RSR","4.31457","55.01","55.01","110.02","110.02"
"14452","019100973-0000","6203-TB","13.671315","174.31","174.31","348.62","348.62"
"14453","038281511-0030","6203-TB-P6-C3","14.743575","187.98","187.98","375.96","375.96"
"8210","016719646-0000","6203-Z","3.9954450000000006","50.94","50.94","101.88","101.88"
"8211","016719646-0030","6203-Z-C3","3.9954450000000006","50.94","50.94","101.88","101.88"
"2768","016719670-0000","6204","3.90609","49.8","49.8","99.6","99.6"
"14454","016719689-4035","6204-2RSR-C3-NA","4.659224999999999","59.41","59.41","118.82","118.82"
"14455","038688867-0000","6204-2RSR-L038","4.659224999999999","59.41","59.41","118.82","118.82"
"2769","038688867-0030","6204-2RSR-L038-C3","4.659224999999999","59.41","59.41","118.82","118.82"
"11277","038688867-4300","6204-2RSR-L038-J22R","6.880335","87.72","87.72","175.44","175.44"
"14456","038281589-0000","6204-2RSR-N","8.57808","109.37","109.37","218.74","218.74"
"8212","016719727-0000","6204-2Z","3.98268","50.78","50.78","101.56","101.56"
"8213","016719727-0030","6204-2Z-C3","3.98268","50.78","50.78","101.56","101.56"
"14457","038896524-0000","6204-2Z-L038","3.98268","50.78","50.78","101.56","101.56"
"11278","038896524-0030","6204-2Z-L038-C3","3.98268","50.78","50.78","101.56","101.56"
"14458","016719743-0000","6204-2Z-N","5.935725000000001","75.68","75.68","151.36","151.36"
"14459","016719743-0030","6204-2Z-N-C3","5.935725000000001","75.68","75.68","151.36","151.36"
"14460","062163159-0000","6204-C","3.90609","49.8","49.8","99.6","99.6"
"10968","062156586-0000","6204-C-2HRS","4.659224999999999","59.41","59.41","118.82","118.82"
"10969","062156586-0030","6204-C-2HRS-C3","4.659224999999999","59.41","59.41","118.82","118.82"
"10970","094983410-0030","6204-C-2HRS-C3>V","4.659224999999999","59.41","59.41","118.82","118.82"
"10972","094983429-0030","6204-C-2HRS-L038-C3>V","4.659224999999999","59.41","59.41","118.82","118.82"
"10971","094983429-0000","6204-C-2HRS-L038>V","4.659224999999999","59.41","59.41","118.82","118.82"
"14462","059372109-0000","6204-C-2Z","3.98268","50.78","50.78","101.56","101.56"
"14463","059372109-0030","6204-C-2Z-C3","3.98268","50.78","50.78","101.56","101.56"
"14464","094983437-0030","6204-C-2Z-C3>V","3.98268","50.78","50.78","101.56","101.56"
"14465","059372109-0040","6204-C-2Z-C4","4.557105","58.1","58.1","116.2","116.2"
"14466","094983437-0040","6204-C-2Z-C4>V","4.557105","58.1","58.1","116.2","116.2"
"11279","095221000-0030","6204-C-2Z-L038-C3>V","3.98268","50.78","50.78","101.56","101.56"
"14467","095221000-0000","6204-C-2Z-L038>V","3.98268","50.78","50.78","101.56","101.56"
"14468","062163159-0030","6204-C-C3","3.90609","49.8","49.8","99.6","99.6"
"14469","095220992-0030","6204-C-C3>V","3.90609","49.8","49.8","99.6","99.6"
"14470","095220992-0040","6204-C-C4>V","4.46775","56.96","56.96","113.92","113.92"
"14471","062316540-0030","6204-C-TVH-C3","4.67199","59.57","59.57","119.14","119.14"
"14472","095404562-0030","6204-C-TVH-C3>V","4.67199","59.57","59.57","119.14","119.14"
"14473","062199536-0030","6204-C-Z-C3","4.67199","59.57","59.57","119.14","119.14"
"14474","095404570-0030","6204-C-Z-C3>V","4.67199","59.57","59.57","119.14","119.14"
"8214","016719670-0030","6204-C3","3.90609","49.8","49.8","99.6","99.6"
"8215","016719670-0040","6204-C4","4.46775","56.96","56.96","113.92","113.92"
"14461","095220992-0000","6204-C>V","3.90609","49.8","49.8","99.6","99.6"
"14475","038906406-0030","6204-MA-C3","37.937580000000004","483.7","483.7","967.4","967.4"
"14476","016719760-0000","6204-N","5.769779999999999","73.56","73.56","147.12","147.12"
"8216","019101465-0000","6204-RSR","5.46342","69.66","69.66","139.32","139.32"
"8217","019101465-0030","6204-RSR-C3","5.46342","69.66","69.66","139.32","139.32"
"14477","019101490-0000","6204-TB","29.959455","381.98","381.98","763.96","763.96"
"14478","038449951-0030","6204-TB-P6-C3","29.512680000000007","376.29","376.29","752.58","752.58"
"8218","016719794-0000","6204-Z","4.67199","59.57","59.57","119.14","119.14"
"8219","016719794-0030","6204-Z-C3","4.67199","59.57","59.57","119.14","119.14"
"14479","038281597-0000","6204-Z-N","6.318675","80.56","80.56","161.12","161.12"
"8220","016719816-0000","6205","4.7485800000000005","60.54","60.54","121.08","121.08"
"8221","016719824-0000","6205-2RSR","5.4251249999999995","69.17","69.17","138.34","138.34"
"14480","038896630-0000","6205-2RSR-L038","5.4251249999999995","69.17","69.17","138.34","138.34"
"11280","038896630-0020","6205-2RSR-L038-C2","7.748355000000002","98.79","98.79","197.58","197.58"
"2640","038896630-0030","6205-2RSR-L038-C3","5.4251249999999995","69.17","69.17","138.34","138.34"
"11281","038896630-0040","6205-2RSR-L038-C4","6.84204","87.24","87.24","174.48","174.48"
"8222","016719867-0030","6205-2Z-C3","4.659224999999999","59.41","59.41","118.82","118.82"
"8223","016719867-0040","6205-2Z-C4","4.8507","61.85","61.85","123.7","123.7"
"14481","038896680-0000","6205-2Z-L038","4.659224999999999","59.41","59.41","118.82","118.82"
"11282","038896680-0030","6205-2Z-L038-C3","4.659224999999999","59.41","59.41","118.82","118.82"
"14482","038896664-0030","6205-2Z-L207-C3","7.429230000000001","94.72","94.72","189.44","189.44"
"14483","062166140-0000","6205-C","4.7485800000000005","60.54","60.54","121.08","121.08"
"10973","062165860-0000","6205-C-2HRS","5.4251249999999995","69.17","69.17","138.34","138.34"
"10974","062165860-0020","6205-C-2HRS-C2","7.748355000000002","98.79","98.79","197.58","197.58"
"10975","062165860-0030","6205-C-2HRS-C3","5.4251249999999995","69.17","69.17","138.34","138.34"
"10976","062165860-0040","6205-C-2HRS-C4","6.84204","87.24","87.24","174.48","174.48"
"10977","094983453-0040","6205-C-2HRS-C4>V","6.84204","87.24","87.24","174.48","174.48"
"10979","065401514-0030","6205-C-2HRS-L038-C3","5.4251249999999995","69.17","69.17","138.34","138.34"
"10980","094983461-0030","6205-C-2HRS-L038-C3>V","5.4251249999999995","69.17","69.17","138.34","138.34"
"10981","094983461-0040","6205-C-2HRS-L038-C4>V","6.84204","87.24","87.24","174.48","174.48"
"10978","094983461-0000","6205-C-2HRS-L038>V","5.4251249999999995","69.17","69.17","138.34","138.34"
"10982","095220879-0000","6205-C-2HRS-L460>V","8.96103","114.25","114.25","228.5","228.5"
"14485","059372176-0000","6205-C-2Z","4.659224999999999","59.41","59.41","118.82","118.82"
"14486","059372176-0030","6205-C-2Z-C3","4.659224999999999","59.41","59.41","118.82","118.82"
"14487","094983470-0030","6205-C-2Z-C3>V","4.659224999999999","59.41","59.41","118.82","118.82"
"11283","063145391-0030","6205-C-2Z-L038-C3","4.659224999999999","59.41","59.41","118.82","118.82"
"11284","095220887-0030","6205-C-2Z-L038-C3>V","4.659224999999999","59.41","59.41","118.82","118.82"
"14488","095220887-0000","6205-C-2Z-L038>V","4.659224999999999","59.41","59.41","118.82","118.82"
